,MetadataField,Metadata
0,NSGL Document #:,WASHU-W-13-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,3rd National Working Waterfronts & Waterways Symposium
3,Author:,"Faghin, Nicole"
4,Publication Year :,2013
5,Source Citation:,"Tacoma, Washington, March 25-28, 2013."
6,Publication Type:,conference/work​shop proceedings
7,Program Report #:,WSG-MR 13-04
8,Project #:,A/FP-7
9,URL:,http://depts.wa​shington.edu/ww​ater13/
10,Abstract:,"This event, sponsored by Washington Sea Grant, in coordination with Oregon Sea Grant, is the third national symposium on issues faced by working waterfronts throughout the United States. This event builds off two previous National Sea Grant College Program sponsored Working Waterfront symposia-in 2007 in Virginia and in 2010 in Maine. Session topics include discussions on Economic and Social Impacts of and on Working Waterfronts; Successful Local, Regional, State and Federal Strategies to Address Working Waterfront Issues; The Future of Working Waterfronts: Changing Uses and Changing Climate; and Keeping Waterfront Industries Commercially Viable."
