,MetadataField,Metadata
0,NSGL Document #:,ORESU-W-20-024
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Careers in Science (Mud, Carbon and Earthquakes in Salt Marshes): Erin Peck (Webinar December 16, 2020)"
3,Author:,"Peck, Erin"
4,,"Carroll, Lindsay"
5,Publication Year :,2020
6,Source Citation:,"This Growing Engineers and Marine Scientists webinar was recorded in Corvallis, Oregon on December 16, 2020"
7,Publisher:,"Oregon Sea Grant and on YouTube January 11, 2021"
8,# Pages / Video Length:,26:08 minutes/seconds
9,Publication Type:,"webinars, virtual meetings, conferences, seminars"
10,Program Report #:,ORESU-W-20-024
11,Project #:,A/E/C OED 2018-21
12,URL:,https://youtu.b​e/ZCAEgLfoIzs
13,Abstract:,"This webinar is for students who want to explore careers in marine science. It features Erin Peck, a doctoral candidate in the College of Earth, Ocean, and Atmospheric Sciences at Oregon State University. Lindsay Carroll, who coordinates Oregon Sea Grant's marine education program, serves as the moderator on this webinar, which was recorded on December 16, 2020."
