,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-17-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Animal Care at the Hatfield Marine Science Center's Visitor Center (online video)
3,Author:,"Cholewczynski, Vanessa"
4,,"Miller-Morgan, Tim"
5,,"Woods, Tiffany"
6,,"Stetson, Sid"
7,,"Yates, Kelsey"
8,,"Doyle, Colleen"
9,Publication Year :,2017
10,# Pages / Video Length:,15:45 minutes
11,Publication Type:,videos
12,Program Report #:,ORESU-V-17-001
13,Project #:,A/ESG-07
14,URL:,https://www.you​tube.com/watch?​v=8N7B0N3PxMA
15,Abstract:,"This video contains six segments showing how aquarists with Oregon Sea Grant care for animals at the Hatfield Marine Science Center’s Visitor Center in Newport, Oregon. The video starts with a behind-​the-​scenes tour of the area where new and sick animals are quarantined and treated (0:52). Other segments explain how aquarists feed the animals (3:54), take care of the octopus on display (7:10), care for coral (9:27), propagate coral (11:39), and clean the tanks (13:16)."
