,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-94-046
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Molecular approaches to the control of viral disease of fish
3,Author:,"Leong, Jo-Ann C."
4,,"Anderson, E."
5,,"Chiou, P. W."
6,,"Drolet, B."
7,,"Kim, C."
8,,"Mourich, D."
9,,"Ormonde, P."
10,,"Perez, L."
11,,"Trobridge, G."
12,Publication Year :,1995
13,Source Citation:,"""International Symposium on Biotechnology Applications in Aquaculture,"" Asian Fisheries Society Special Publication Number 10, p. 113-124, Taipei, Taiwan, December 1994."
14,# Pages / Video Length:,12
15,Publication Type:,reprints (not peer-reviewed)
16,Program Report #:,ORESU-R-94-046
17,Grant/Contract #:,NOAA SEA GRANT
18,Project #:,R/FSD-23
