,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-82-020
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"ANATOMICAL DISTRIBUTION OF STEROLS IN OYSTERS (""CRASSOSTREA GIGAS"")"
3,Author:,"GORDON, DENNIS T"
4,,"COLLINS, NANCY"
5,Publication Year :,1982
6,Source Citation:,"LIPIDS, 17(11):811-817, 1982"
7,# Pages / Video Length:,7
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-82-020
10,Grant/Contract #:,NOAA SEA GRANT
11,Project #:,R/PD-32
12,Abstract:,STEROL;OYSTER;M​OLLUSC
