,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-79-013
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,SOME FREQUENCIES OF UNDERWATER NOISE PRODUCED BY FISHING BOATS AFFECTING ALBACORE CATCH
3,Author:,"ERICKSON, GARY J"
4,Publication Year :,1979
5,Source Citation:,"ACOUSTICAL SOCIETY OF AMERICA. JOURNAL, 66(01):296-299, 1979"
6,# Pages / Video Length:,4
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-79-013
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,FISHERY TECHNOLOGY
