,MetadataField,Metadata
0,NSGL Document #:,OREXT-G-80-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,COASTAL BARS CAN BE DANGEROUS! TIPS FOR CROSSING SAFELY
3,Author:,"CONDON, EDWARD J"
4,,"PANSHIN, DANIEL ALEXIS"
5,Publication Year :,1980
6,Publisher:,"Oregon State University Extension, MAP"
7,# Pages / Video Length:,15
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,SG 57; OREXT-G-80-006
10,Grant/Contract #:,NOAA Sea Grant
11,Abstract:,"What is a coastal bar? Quite simply, it is an underwater sand or gravel bank at a river mouth that obstructs navigation. Simple as that may sound, it poses special hazards to mariners. This fact sheet explains what a coastal bar is, how they form, what makes them dangerous, how tides affect crossing them, and when is the right tide for crossing. KW: SAFETY; BOATING."
