,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-00-029
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Two new malyngamides from a Madagascan ""Lyngbya majuscula"""
3,Author:,"Milligan, Kenneth"
4,,"Marquez, Brian"
5,,"Williamson, R. Thomas"
6,,"Davies-Coleman, Michael"
7,,"Gerwick, William H."
8,Publication Year :,2000
9,Source Citation:,"""Journal of Natural Products,"" 63(7):965-968"
10,# Pages / Video Length:,4
11,Publication Type:,reprints (peer-reviewed)
12,Program Report #:,ORESU-R-00-029
13,Grant/Contract #:,NOAA Sea Grant
14,Project #:,R/BT-34
