,MetadataField,Metadata
0,NSGL Document #:,ORESU-W-14-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Willamette Water 2100: Spring 2014 workshop summary
3,Author:,"Ferguson, Laura"
4,,"Wright, Maria"
5,,"Chan, Sam"
6,Publication Year :,2014
7,Source Citation:,"Willamette Water 2100, workshop summary, Salem, Oregon, March 18, 2014"
8,# Pages / Video Length:,5
9,Publication Type:,conference/work​shop proceedings
10,Program Report #:,ORESU-W-14-001
11,Project #:,A/ESG-07
12,Abstract:,"Summary of the Willamette Water 2100 Spring 2014 Workshop held in Salem, Oregon. This is a preliminary report that recaps the meeting, summarizes comments participants made during roundtable discussions and in a post-meeting survey, and summarizes the research team's response to these comments."
