,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-010
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,KINETICS OF TRANSPLACENTAL MOVEMENT OF MERCURY FED IN A TUNA MATRIX TO MICE
3,Author:,"CHILDS, ERNEST A"
4,Publication Year :,1973
5,Source Citation:,"ARCHIVES OF ENVIRONMENTAL HEALTH, 27( ):50-52, JULY 1973"
6,# Pages / Video Length:,3
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-​R-​73-​010; OSU AES TP# 3473; NOAA-73082808
9,Grant/Contract #:,NOAA SEA GRANT
