,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-74-023
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"SEASONAL VARIATIONS IN THE POPULATIONS OF TWO HERMIURID TREMATODES FROM THE PACIFIC STAGHORN SCULPIN, ""LEPTOCOTTUS ARMATUS"" GIRARD, IN AN OREGON ESTUARY"
3,Author:,"BURRESON, EUGENE M"
4,,"OLSON, ROBERT ELDON"
5,Publication Year :,1974
6,Source Citation:,"JOURNAL OF PARASITOLOGY, 60(05):764-767, OCT. 1974"
7,# Pages / Video Length:,4
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-​R-​74-​023; NOAA-75062405
10,Grant/Contract #:,NOAA SEA GRANT
