,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-80-016
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,COMMUNITY WEALTH CONCENTRATION: COMPARISONS IN GENERAL EVOLUTION AND DEVELOPMENT
3,Author:,"SMITH, COURTLAND L"
4,Publication Year :,1980
5,Source Citation:,"ECONOMIC DEVELOPMENT AND CULTURAL CHANGE, 28(04):801-818, 1980"
6,# Pages / Video Length:,18
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-80-016
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,SOCIO-ECONOMICS
