,MetadataField,Metadata
0,NSGL Document #:,ORESU-G1-78-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,WHAT ARE SALMON WORTH?
3,Author:,"SMITH, FREDERICK JOHN"
4,Publication Year :,1978
5,Publisher:,"Oregon State University Extension Marine Advisory Program, Sea Grant"
6,# Pages / Video Length:,4
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,ORESU-​G1-​78-​001; SG 48
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,"This bulletin attempts to explain salmon value studies in nontechnical language by reviewing the various reasons for researching the value of salmon, then explaining the various valuation methods, and finally reviewing existing studies. KW: MARINE RESOURCE MANAGEMENT."
