,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-80-015
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,THE VIRAL DISEASES OF FISH: A REVIEW THROUGH 1978. PART 1: DISEASES OF PROVEN VIRAL ETIOLOGY
3,Author:,"PILCHER, K STEPHEN"
4,,"FRYER, JOHN LOUIS"
5,Publication Year :,1980
6,Source Citation:,"CRC CRITICAL REVIEWS IN MICROBIOLOGY, 7(4):287-364, AUGUST 1980"
7,# Pages / Video Length:,78
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-80-015
10,Grant/Contract #:,NOAA SEA GRANT
11,Abstract:,MARINE PATHOLOGY
