,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-70-005
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,COMPARISON OF TWO PROCEDURES FOR ENUMERATION OF MICROORGANISMS FROM FROZEN FOODS
3,Author:,"LEE, JONG SUN"
4,,"HOWARD, LEE-ANN"
5,Publication Year :,1970
6,Source Citation:,"JOURNAL OF MILK AND FOOD TECHNOLOGY, 33(06):237-239, JUNE 1970"
7,# Pages / Video Length:,3
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-​R-​70-​005; OSU TP# 2795
10,Grant/Contract #:,NOAA SEA GRANT
