,MetadataField,Metadata
0,NSGL Document #:,ORESU-H-83-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,USER MANUAL FOR RECON: A GENERAL FISH-STOCK RECONSTRUCTION MODEL AT OREGON STATE UNIVERSITY
3,Author:,"Tyler, A. V."
4,,"Rexstad, Eric"
5,Publication Year :,1982
6,Publisher:,OSU Sea Grant College Program
7,# Pages / Video Length:,20
8,Publication Type:,"handbooks, manuals, guides"
9,Program Report #:,ORESU-H-83-002
10,Grant/Contract #:,NOAA Sea Grant No. NA81AA-D-0086
11,Project #:,R/OPF-16
12,Abstract:,"This guide documents the model RECON, a specific application of the STMCOH software package. Although not imperative, it is advisable that users of RECON have some familiarity with SZMCON or at least have access to the SMCON User's Guide (see References). KW: COMPUTER; MODEL; FISHERY."
