,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-81-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,QUALITATIVE EVALUATION OF THE PROTEOLYTIC ACTIVITY IN THE MUSCLE OF PACIFIC WHITING (MERLUCCIUS PRODUCTUS)
3,Author:,"ERICKSON, MARILYN CLARA"
4,Publication Year :,1981
5,Publisher:,OSU Sea Grant College Program
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-81-002
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,WHTING;ENZYME;M​USCLE;SEAFOOD TECHNOLOGY. See digital for thesis abstract.
