,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-03-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Salmon Trollers: Getting to Know Oregon's Commercial Fisheries
3,Author:,"Goblirsch, Ginny"
4,,"Theberge, Steve"
5,Editor :,"Ridlington, Sandy"
6,Publication Year :,2003
7,Publisher:,OSU Sea Grant
8,# Pages / Video Length:,2
9,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
10,Program Report #:,ORESU-G-03-006
11,Grant/Contract #:,NOAA Sea Grant No. NA16RG1039
12,Project #:,A/ESG-05
13,Abstract:,Learn about the gear and methods of Oregon's salmon trollers in this fact sheet.
