,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-17-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Transient lodging taxes on the Oregon coast
3,Author:,"Phillips, Miles"
4,,"Flathers, Courtney"
5,Publication Year :,2017
6,# Pages / Video Length:,6
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,ORESU-G-17-004
9,Project #:,M/A-21
10,Abstract:,"This publication provides information about transient lodging taxes (TLTs) to tourism-​industry stakeholders and community decision-makers such as hotels, restaurants, tour operators, resource managers, county commissioners, city councils, chambers of commerce, visitor centers, and local citizens and elected officials. TLTs are one form of local revenue generated through the tourism industry that can be used to invest in related community-​development efforts and promote quality management and further growth in the tourism sector in communities large and small."
