,MetadataField,Metadata
0,NSGL Document #:,OREXT-G-81-007
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Control of wood rot in waterfront structures
3,Author:,"Helsing, Guy Gustav"
4,,"Graham, Robert D."
5,Publication Year :,1981
6,Publisher:,Oregon Sea Grant Extension
7,# Pages / Video Length:,8
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,SG 55
10,Grant/Contract #:,NOAA Sea Grant
11,Abstract:,"This bulletin emphasizes wood structures near and along the waterfront-that is, shops, homes, docks, piers, and bridges. Woods structures can be designed to last for decades, even for a century or two. All too often, however, they rot prematurely. Rot is the final stage of a decay process in which plants called fungi feed on wood."
