,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-84-012
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,EVALUATION OF FISHERY BY-PRODUCTS AS SUPPLEMENTAL PROTEIN SOURCES FOR POULTRY AND SWINE
3,Author:,"WU, YEA-CHING"
4,Publication Year :,1984
5,Publisher:,OSU Sea Grant Program
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-84-012
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,PROTEIN;POULTRY​;SWINE;FISH;DIE​T. See digital for abstract.
