,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-97-005
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Seeking Professional Help with Emotional Stress and Strain
3,Author:,"Conway, Flaxen D. L."
4,,"Beals, Maria J."
5,Publication Year :,1997
6,Publisher:,Oregon State University (OSU) Sea Grant
7,# Pages / Video Length:,4
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,ORESU-G-97-005
10,Grant/Contract #:,NOAA Sea Grant No. NA36RG0451
11,Project #:,R/FDF-1 and M/A-12
12,Notes:,OSU Fishing Families Project: Practical ways of adapting to changes in commercial fishing.
13,Abstract:,"When fishing families confront economic, personal, and social stresses, it can be a scary and painful time for all family members. Getting help from a trained professional can be a practical step toward building a better life. This four-page brochure discusses what such help might do for fishing families, how to find the right support person, and how to pay for therapy."
