,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-00-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Rainbow trout (""Oncorhynchus mykiss"") interleukin-1 beta plasmid DNA generates inflammation ""in vivo"" and demonstrates adjuvant potential for vaccine against infectious hematopoietic necrosis virus"
3,Author:,"Hayes, Dawn Christine Jordan"
4,Publication Year :,2000
5,Publisher:,OSU Sea Grant
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-00-004
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,R/FSD-28; R/BT-28-NSI
