,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-86-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Marine Mammal Information (Summer 1986)
3,Editor :,"Mate, Bruce R."
4,Publication Year :,1986
5,Publisher:,Oregon State University Sea Grant College Program
6,# Pages / Video Length:,7
7,Publication Type:,periodicals
8,Program Report #:,ORESU-N-86-004
9,Grant/Contract #:,NOAA Sea Grant No. NA85AA-D-SG095
10,Notes:,NSGL only received one issue for 1986. This is the final issue.
11,Abstract:,The purpose of this newsletter is to communicate timely research results among marine mammalogists worldwide and to stimulate collaborative and comparative research efforts. Each issue will carry a feature on an important research aspect of marine mammals.
