,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-20-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Oregon Coast STEM Hub e-Blasts Newsletter (January-​December 2020)
3,Author:,"Goodwin, Cait"
4,Publication Year :,2020
5,Publisher:,Oregon Sea Grant
6,# Pages / Video Length:,66
7,Publication Type:,periodicals
8,Program Report #:,ORESU-N-20-001
9,Grant/Contract #:,NA18OAR4170072
10,Project #:,A/E/C OED 2018-21
11,Notes:,The NSGL does not have issues for 2019.
12,Abstract:,This is a compilation of 2020 e-newsletters for STEM educators from the Oregon Coast STEM Hub.
