,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-75-008
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"MICROBIOLOGICAL CHARACTERISTICS OF DUNGENESS CRAB (""CANCER MAGISTER"")"
3,Author:,"LEE, JONG SUN"
4,,"PFEIFER, D K"
5,Publication Year :,1975
6,Source Citation:,"APPLIED MICROBIOLOGY, 30(01):072-78, JULY 1975"
7,# Pages / Video Length:,7
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-​R-​75-​008; OSU AES TP# 3986; NOAA-75110301
10,Grant/Contract #:,NOAA SEA GRANT
