,MetadataField,Metadata
0,NSGL Document #:,ORESU-W-20-019
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Careers in Science (Marine Debris/Beach Cleanup): James Roubal (Webinar November 18, 2020)"
3,Author:,"Roubal, James"
4,,"Carroll, Lindsay"
5,Publication Year :,2020
6,Source Citation:,"Careers in Science Investigation Webinar held November 18, 2020 in Corvallis, Oregon"
7,Publisher:,"Oregon Sea Grant and published on YouTube December 16, 2020"
8,# Pages / Video Length:,29:45 minutes/seconds
9,Publication Type:,"webinars, virtual meetings, conferences, seminars"
10,Program Report #:,ORESU-W-20-019
11,Project #:,A/E/C OED 2018-21
12,URL:,https://youtu.b​e/iL8f6sXBDtU
13,Abstract:,"This career webinar for students grades 6-12 features James Roubal. He is the program coordinator for the National Marine Sanctuary Foundation and Washington Coast Savers. James educates people about the dangers of marine debris and helps organize cleanups of beaches, including the largest single-day beach cleanup in Washington. Originally from a suburb  of Cleveland, James earned a bachelor's degree from Ohio State University and a master's in 2018 from the University of Washington."
