,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-84-023
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,EVALUATIONS OF FUMIGANTS FOR CONTROL OF INTERNAL DECAY IN PRESSURE-​TREATED DOUGLAS-FIR POLES AND PILES
3,Author:,"HELSING, GUY G"
4,,"MORRELL, JEFFREY"
5,,"GRAHAM, ROBERT D"
6,Publication Year :,1984
7,Source Citation:,"HOLZFORSCHUNG, 38( ):277-280, 1984"
8,# Pages / Video Length:,4
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-84-023
11,Grant/Contract #:,NOAA SEA GRANT
12,Abstract:,DECOMPOSITION;W​OOD;PILE;
