,MetadataField,Metadata
0,NSGL Document #:,ORESU-W-20-013
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Careers in Science: Selene Fregosi (Webinar held October 21, 2020)"
3,Author:,"Fregosi, Selene"
4,,"Carroll, Lindsay"
5,Publication Year :,2020
6,Source Citation:,"Growing Engineers and Marine Scientists Webinar, October 21, 2020"
7,Publisher:,"Oregon Sea Grant; Published on YouTube November 2, 2020"
8,# Pages / Video Length:,24:40 minutes/sec
9,Publication Type:,"webinars, virtual meetings, conferences, seminars"
10,Program Report #:,ORESU-W-20-013
11,Project #:,A/E/C OED 2018-21
12,URL:,https://youtu.b​e/Awm4JUTIGuU
13,Abstract:,"This webinar career series is for middle and high school students. Postdoctoral researcher, Selene Fregosi talks about how she uses underwater microphones to record whale sounds, locate them and study how  noise pollution affects them."
