,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-83-020
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,LONGSHORE SEDIMENT TRANSPORT ON NON-PLANAR BEACHES
3,Author:,"MC DOUGAL, W G"
4,,"HUDSPETH, R T"
5,Publication Year :,1983
6,Source Citation:,"COASTAL ENGINEERING, 7( ):119-131, 1983"
7,# Pages / Video Length:,13
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-83-020
10,Grant/Contract #:,NOAA SEA GRANT
11,Project #:,R/CE-4
12,Abstract:,LONGSHORE TRANSPORT;BEACH​;SEDIMENT;SAND
