,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-81-013
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"PELAGIC EGGS AND LARVAE OF THE DEEPSEA SOLE, EMBASSICHTHYS BATHYBIUS (PISES: PLEURONECTIDAE)​, WITH COMMENTS ON GENERIC AFFINITIES"
3,Author:,"RICHARDSON, SALLY L"
4,Publication Year :,1981
5,Source Citation:,"FISHERY BULLETIN, 79(1):163-170, 1981"
6,# Pages / Video Length:,8
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-81-013
9,Grant/Contract #:,NOAA SEA GRANT
