,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-83-028
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,VIBRIO AESTUARIANUS: A NEW SPECIES FROM ESTUARINE WATERS AND SHELLFISH
3,Author:,"TISON, DAVID L"
4,,"SEIDLER, RAMON J"
5,Publication Year :,1983
6,Source Citation:,"INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 33(04):699-702, OCT OBER 1983"
7,# Pages / Video Length:,4
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-83-028
10,Grant/Contract #:,NOAA SEA GRANT
11,Project #:,R/FSD-8
12,Abstract:,VIBRIO;BACTERIA​;^
