,MetadataField,Metadata
0,NSGL Document #:,ORESU-E-14-007
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Monitoring a Shifting Earth: A Plate under pressure [exhibit]
3,Author:,"Farley, Mark"
4,Publication Year :,2014
5,# Pages / Video Length:,1
6,Publication Type:,educational materials
7,Program Report #:,ORESU-E-14-007
8,Project #:,A/ESG-07
9,Abstract:,An exhibit that teaches about the cause of great earthquakes in the Pacific Northwest and how new technologies can provide life-saving seconds before the ground shakes after an earthquake.
