,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-97-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,The rickettsia: an emerging group of pathogens in fish
3,Author:,"Fryer, John L."
4,,"Mauel, Michael J."
5,Publication Year :,1997
6,Source Citation:,"""Emerging Infectious Diseases,"" 3(2):137-144, April- June 1997."
7,# Pages / Video Length:,8
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-97-004
10,Project #:,R/FSD-22
11,Abstract:,"""Piscirickettsi​a salmonis"" is the first of the previously unrecognized rickettsial pathogens of fish to be fully characterized. Since then, the impact of rickettsial pathogens in fish has become increasingly apparent. The source, reservoir, and mode of transmission of these agents as well as appropriate methods of disease prevention and control remain to be established."
