,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-014
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,QUANTITATIVE CHANGES IN WHOLE MYOFIBRILS AND MYOFIBRILLAR PROTEINS DURING FROZEN STORAGE OF TRUE COD
3,Author:,"CHILDS, ERNEST A"
4,Publication Year :,1973
5,Source Citation:,"JOURNAL OF FOOD SCIENCE, 38( ):718-719, 1973"
6,# Pages / Video Length:,2
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-​R-​73-​014; OSU AES TP# 3516; NOAA-73100303
9,Grant/Contract #:,NOAA SEA GRANT
