,MetadataField,Metadata
0,NSGL Document #:,ORESU-W-20-012
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Careers in Science: Victoria Quennessen (Webinar held October 21, 2020)"
3,Author:,"Quennessen, Victori"
4,,"Carroll, Lindsay"
5,Publication Year :,2020
6,Publisher:,"Oregon Sea Grant; published on YouTube October 30, 2020"
7,# Pages / Video Length:,17:13 minutes/sec
8,Publication Type:,"webinars, virtual meetings, conferences, seminars"
9,Program Report #:,ORESU-W-20-012
10,Project #:,A/E/C OED 2018-21
11,URL:,https://youtu.b​e/4sDBlBlZfU8
12,Abstract:,"This webinar career series is for middle and high school students. Victoria Quennessen, a doctoral student in the Department of Fisheries and Wildlife at Oregon State University, talks about how she plans to use computer simulations to study populations of green sea turtles off Brazil."
