,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-79-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Cleaning and sanitizing agents for seafood processing plants
3,Author:,"Lee, Jong S."
4,Publication Year :,1979
5,# Pages / Video Length:,6
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Program Report #:,ORESU-G-79-006
8,,SG21
9,Project #:,R/S-03
10,Abstract:,"Selecting proper cleaning and sanitizing agents is an important first step toward a good sanitation program for your processing plant. Your choice is complicated by the sheer number of products available and by myriad claims of superiority. To make a proper choice, you must be fully aware of your particular needs and the characteristics and capabilities of the cleaning and sanitizing agents available to you. This bulletin is intended to help you select cleaning and sanitizing agents for your needs by pointing out their strengths and weaknesses."
