,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-81-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"THE PHYSICAL PROPERTIES, CONSOLIDATION BEHAVIOR, AND STABILITY OF THE SEDIMENTS OF THE PERU-CHILE CONTINENTAL MARGIN"
3,Author:,"BUSCH, WILLIAM H"
4,Publication Year :,1981
5,Publisher:,OSU Sea Grant College Program
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-81-003
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,SEDIMENT;EARTHQ​UAKE;PERU;CHILE​. See digital for thesis abstract.
