,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-83-036
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,RISK MANAGEMENT AND NORTHWEST ELECTRIC POWER PLANNING: SOME LESSONS FROM THE REARVIEW MIRROR
3,Author:,"BLUMM, MICHAEL C"
4,Publication Year :,1983
5,Source Citation:,"ENVIRONMENTAL LAW, 13( ):739-773, 1983"
6,# Pages / Video Length:,35
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-83-036
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,ELECTRIC POWER;PLANNING;​LAW
