,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-01-019
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Inheritance of resistance to ""Ceratomyxa shasta"" in progeny from crosses between high- and low-​susceptibility strains of rainbow trout (""Oncorhynchus mykiss"")"
3,Author:,"Bartholomew, J. L."
4,,"Whipple, M. J."
5,,"Campton, D."
6,Publication Year :,2001
7,Source Citation:,"""Bulletin of National Research Institute of Aquaculture, Supplement,"" Volume 5, pp. 71-75, 2001."
8,# Pages / Video Length:,5
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-01-019
11,Grant/Contract #:,NOAA Sea Grant
12,Project #:,R/BT-31
13,,R/FSD-26
