,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-83-008
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"BEHAVIORAL RESPONSE OF JUVENILE COHO SALMON ""ONCORHYNCHUS KISUTCH"" TO OLFACTORY CUES"
3,Author:,"JONASSON, BRIAN C"
4,Publication Year :,1983
5,Publisher:,Oregon State University
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-83-008
9,Grant/Contract #:,NOAA SEA GRANT
10,Project #:,R/AQ-38
11,Abstract:,JUVENILE COHO SALMON;OLFACTOR​Y CUES. See digital for abstract.
