,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-81-014
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,PROMISING A PROCESS FOR PARITY: THE PACIFIC NORTHWEST ELECTRIC POWER PLANNING AND CONSERVATION ACT AND ANADROMOUS FISH PROTECTION
3,Author:,"BLUMM, MICHAEL C"
4,,"JOHNSON, BRAD L"
5,Publication Year :,1981
6,Source Citation:,"ENVIRONMENTAL LAW, 11( ):497-555, 1981"
7,# Pages / Video Length:,59
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-81-014
10,Grant/Contract #:,NOAA SEA GRANT
11,Abstract:,LAW
