,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-02-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Changing communication and roles: innovations in Oregon's fishing families, communities, and management"
3,Author:,"Conway, Flaxen D. L."
4,,"Gilden, Jennifer"
5,,"Zvonkovic, Anisa"
6,Publication Year :,2002
7,Source Citation:,"""Fisheries,"" 27(10):20-29, October 2002."
8,Publisher:,A/FDF-01; R/CC-03-PD; R/FDF-02; R/FDF-05
9,# Pages / Video Length:,10
10,Publication Type:,reprints (peer-reviewed)
11,Program Report #:,ORESU-R-02-006
12,Abstract:,"Using interviews, focus groups, surveys, and educational outreach programs with members of the Pacific Northwest trawl and troll fleets, the authors of this article examined how changes in communication and roles among fishing families, communities, and fisheries management may combine to produce desirable innovations at these three levels."
