,MetadataField,Metadata
0,NSGL Document #:,OREXT-O-89-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Towboat/Fishing Lane Negotiations Annual Report 1989
3,Author:,"Carter, W. G."
4,Publication Year :,1989
5,Publisher:,Oregon State University Sea Grant Extension Service
6,# Pages / Video Length:,4
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Program Report #:,OREXT-O-89-001
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,"A summary of the annual meeting of towboat and fishing industry held in Astoria, Oregon, 7 April 1989. Includes changes made and revisions to previous map charts. Three 24 x 18 inch charts are included in this record."
