,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-12-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Presentation on octopuses (online video)
3,Author:,"Anderson, Roland C."
4,Publication Year :,2012
5,Source Citation:,"""Octopus Day,"" Hatfield Marine Science Center Visitors Center, presentation, Corvallis, Oregon, October 20, 2012."
6,# Pages / Video Length:,58 minutes
7,Publication Type:,videos
8,Program Report #:,ORESU-V-12-003
9,Project #:,A/ESG-07
10,URL:,http://www.yout​ube.com/watch?v​=dY_uBWH9Xww&li​st=UUkM5rgmnig1​CYOhXh6cJAXA&in​dex=2
11,Abstract:,"Roland C. Anderson,Ph.D., speaking at Hatfield Marine Science Center Visitors Center on Octopus day 20th of October 2012."
