,MetadataField,Metadata
0,NSGL Document #:,OREXT-T-86-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Surimi: Some Observations on Trawler Production
3,Author:,"Hilderbrand, Kenneth S. Jr."
4,Publication Year :,1986
5,Publisher:,Oregon State University Extension Service
6,# Pages / Video Length:,25
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,Special Report 762; OREXT-T-86-001
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,"This report contains observations made aboard a foreign vessel by an official fisheries observer for the National Marine Fisheries Service. In five weeks the crew processed more than 5,600 metric tons of pollock, producing about 1,200 t of surimi. At-sea process operations for surimi production are described. Separate sections deal with various harvest and production steps. Comments are included to clarify the operations as observed. A final comment section points out details that might be of particular interest to a shore facility."
