,MetadataField,Metadata
0,NSGL Document #:,ORESU-H-78-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,OPERATIONS MANUAL: WAVEMETER MODEL SW-1D (Preliminary)
3,Author:,OSU School of Oceanography
4,Publication Year :,1978
5,Publisher:,Oregon State University (OSU) Sea Grant College Program
6,# Pages / Video Length:,33
7,Publication Type:,"handbooks, manuals, guides"
8,Program Report #:,ORESU-H-78-002
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,A/CM-11
11,Abstract:,"This manual describes installation, calibration, operation and maintenance procedures for the Model SW-1D wavemeter, an improved version of Model SW-1C now in use at seven Coast Guard stations along the Washington/Oreg​on/California coasts. The wavemeter infers the height and period of nearshore ocean waves from seismic motions. Outputs include both analog and digital height and period plus output for cable TV and the National Weather Service Device for Automatic Remote Data Collection (DARDC)."
