,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-77-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,NUMERICAL SIMULATION OF SEDIMENTATION AND CIRCULATION IN RECTANGULAR MARINA BASINS
3,Author:,"ASKREN, DAVID ROBERT"
4,Publication Year :,1977
5,Publisher:,Oregon State University Sea Grant College Program
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-77-002
9,Grant/Contract #:,NOAA SEA GRANT
10,Project #:,R/EM-10
11,Abstract:,SEDIMENTATION;M​ARINA. See digital for thesis abstract.
