,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-83-018
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,BACTERIAL AND VIRAL DISEASES OF CULTURED SALMONIDS IN THE PACIFIC NORTHWEST
3,Author:,"WINTON, JAMES R"
4,,"ROHOVEC, JOHN S"
5,,"FRYER, JOHN L"
6,Publication Year :,1983
7,Source Citation:,BACTERIAL AND VIRAL DISESASES OF FISH: MOLECULAR STUDIES JORGE H. CROSA (EDITOR) PP.1-20 1983
8,# Pages / Video Length:,20
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-83-018
11,Grant/Contract #:,NOAA SEA GRANT
12,Project #:,R/FSD-5
13,Abstract:,BACTERIA;VIRUS;​DISEASE;SALMONI​D;PROTEIN;PATHO​LOGY
