,MetadataField,Metadata
0,NSGL Document #:,ORESU-E-19-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Laboratory Activity: Identifying Tsunami Sand in Salt Marsh Stratigraphy
3,Author:,"Peck, Erin"
4,Publication Year :,2019
5,Publisher:,Oregon Sea Grant
6,# Pages / Video Length:,9
7,Publication Type:,educational materials
8,Program Report #:,ORESU-E-19-004
9,Project #:,R/HBT-​21-​Wheatcroft
10,Abstract:,"This hands-on activity uses salt marsh sediment cores from Pacific Northwestestuar​ies. Students will learn how these environments record the history ofearthquakes and tsunami. Students will analyze the stratigraphy through visualization,t​ouch, and experimentation​."
