,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-78-015
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,DISTRIBUTION AND ABUNDANCE OF SMALL FLATFISHES AND OTHER DEMERSAL FISHES IN A REGION OF DIVERSE SEDIMENTS AND BATHYMETRY OFF OREGON
3,Author:,"PEARCY, WILLIAM GORDON"
4,Publication Year :,1978
5,Source Citation:,"FISHERY BULLETIN, 76(03):629-640, 1978"
6,# Pages / Video Length:,12
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-78-015
9,Grant/Contract #:,NOAA SEA GRANT
