,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"THE RESPONSE OF RAINBOW TROUT TO VARYING PROTEIN/ENGERGY RATIOS IN A TEST DIET /FEED CONVERSION, LIVER SIZE, LIVER CARBOHYDRATE, BODY LIPIDS, ENERGY CONVERSION"
3,Author:,"LEE, DONALD JACK"
4,,"PUTNAM, G B"
5,Publication Year :,1973
6,Source Citation:,"JOURNAL OF NUTRITION, 103(06):916-​922, JUNE 1973"
7,# Pages / Video Length:,7
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-73-006; OSU AES TP# 3485; NOAA-73080307
10,Grant/Contract #:,NOAA SEA GRANT
