,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-20-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Fishing Community Resilience: Deep Community Ties (video)
3,Author:,"Coway, Flaxen"
4,,"Madlener, Saskia"
5,Publication Year :,2020
6,Publisher:,"Oregon Sea Grant; Published on YouTube May 7, 2020"
7,# Pages / Video Length:,5:26 minutes
8,Publication Type:,videos
9,Program Report #:,ORESU-V-20-001
10,Project #:,A/E/C OED 2018-21
11,URL:,https://www.you​tube.com/watch?​v=Eo7d3FWsgNI
12,Abstract:,"Commercial fishing thrives on tight-knit communities and shared interests among peers. When it comes to the Oregon coast, everyone is connected to the industry in some way. Fishing community resilience depends upon maintaining ties within and between communities as the world continues to change. 	This video was created from oral histories gathered through research conducted as part of the Voices Oral History Archives. Produced by Oregon State Productions."
