,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-12-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Ecological interactions between wild and hatchery salmonids: an introduction to the special issue
3,Author:,"Rand, Peter S."
4,,"Berejikian, Barry A."
5,,"Pearsons, Todd N."
6,,"Noakes, David L. G."
7,Publication Year :,2012
8,Source Citation:,"""Environmental Biology of Fishes,"" 94(Special Issue 1):1-6, 2012."
9,DOI #:,10.1007/s10641-​012-​9987-​3
10,# Pages / Video Length:,6
11,Publication Type:,reprints (peer-reviewed)
12,Program Report #:,ORESU-R-12-006
13,Project #:,R/RCF-31
