,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-83-010
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"ABUNDANCE, MOVEMENTS, AND FEEDING HABITS OF HARBOR SEALS, PHOCA VITULINA, AT NETARTS AND TILLAMOOK BAYS, OREGON"
3,Author:,"BROWN, ROBIN F"
4,,"MATE, BRUCE R"
5,Publication Year :,1983
6,Source Citation:,"FISHERY BULLETIN, 81(02):291-301, 1983"
7,# Pages / Video Length:,11
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-83-010
10,Grant/Contract #:,NOAA SEA GRANT
11,Abstract:,SEAL;FEEDING;BE​HAVIOR;ABUNDANC​E;OREGON
