,MetadataField,Metadata
0,NSGL Document #:,ORESU-X1-74-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"PROTEOLYTIC ACTIVITY IN PACIFIC SHRIMP (PANDALUS JORDANI) PROCESSING WASTE: DISTRIBUTION, EFFECTS ON MUSCLE PROTEINS, AND PARTIAL CHARACTERIZATIO​N"
3,Author:,"DECKER, CARL D"
4,Publication Year :,1974
5,Publisher:,OSU
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X1-74-004
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,SEE DIGITAL.
