,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-94-028
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Three decades of fish cell culture: a current listing of cell lines derived from fishes
3,Author:,"Fryer, J. L."
4,,"Lannan, C. N."
5,Publication Year :,1994
6,Source Citation:,"""Journal of Tissue Culture Methods,"" 16:87-94, 1994."
7,# Pages / Video Length:,8
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-94-028
10,Project #:,R/FSD-22
11,Abstract:,"Cultured fish cells currently have application in many fields of biological research, and teleost cell lines have been initiated from a broad range of tissues and organs. Lines reported in the literature represent 74 species or hybrids from 34 families of fishes. A listing of these fish cell lines is provided."
