,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-72-014
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,EVALUATION OF HEAVY MINERAL CONCENTRATIONS ON THE SOUTHERN OREGON CONTINENTAL MARGIN
3,Author:,"BOWMAN, KENNETH C JR"
4,Publication Year :,1972
5,Source Citation:,"MARINE TECHNOLOGY SOCIETY, 8TH ANNUAL MEETING PREPRINTS, PP. 237-253, 1972"
6,# Pages / Video Length:,17
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,ORESU-R-72-014
9,Grant/Contract #:,NOAA SEA GRANT
10,,USGS C# 14-​08-​0001-​10766; USGS C# 14-​08-​0001-​11941
11,,USGS C# 14-​08-​0001-​12187; USGS C# 14-​08-​0001-​12830
