,MetadataField,Metadata
0,NSGL Document #:,ORESU-W-81-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,The Oregon Coast in the Eighties (1980's): Proceedings of a Conference (1981)
3,Author:,"Hildreth, Richard (Co-director)"
4,,"Howard, Marilynn"
5,Editor :,"Westfall, Warren"
6,,"Conner, Daniel"
7,Publication Year :,1983
8,Source Citation:,"The Oregon Coast in the Eighties, Proceedings of a Conference held at the School of Law, University of Oregon, Corvallis, Oregon, April 11, 1981."
9,Publisher:,OSU Sea Grant College Program
10,# Pages / Video Length:,79
11,Publication Type:,conference/work​shop proceedings
12,Program Report #:,ORESU-W-81-003
13,Grant/Contract #:,NOAA Sea Grant
14,Abstract:,"Presented at this conference: Part one: Introduction and welcome, Dean Derrick Bell; Keynote address: Congressman James Weaver; Address: The Future of Ocean and Coastal Programs, by Robert Knecht; Panel Discussion: Offshore oil, gas, and mineral development; Part Two: Address, State and Federal Roles in Fishery Management, by Peter Friedman; Panel discussion: Fishery Management in Oregon; Part Three: Address, The role of LCDC in Coastal Planning, by Richard Mathews; Panel discussion: Planning and development on the Oregon coast."
