,MetadataField,Metadata
0,NSGL Document #:,ORESU-X1-69-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,ECONOMIC EFFICIENCY IN COMMON PROPERTY NATURAL RESOURCES USE: A CASE STUDY OF THE OCEAN FISHERY
3,Author:,"BROMLEY, DANIEL WOOD"
4,Publication Year :,1969
5,Publisher:,Oregon State University (OSU) Sea Grant Program
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X1-69-001
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,SEE DIGITAL FOR ABSTRACT.
