,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-030
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"ABUNDANCE AND DISTRIBUTION OF LARVAL FISHES IN WATERS OFF OREGON, MAY-OCTOBER 1969, WITH SPECIAL EMPHASIS ON THE NORTHERN ANCHOVY, ENGRAULIS MORDAX"
3,Author:,"RICHARDSON, SALLY L"
4,Publication Year :,1973
5,Source Citation:,"FISHERY BULLETIN, 71(03):697-711, JULY 1973"
6,# Pages / Video Length:,15
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-73-030
9,Grant/Contract #:,NOAA SEA GRANT
