,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-79-025
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,UNDULAR HYDRAULIC JUMPS AND THE FORMATION OF BACKLASH RIPPLES ON BEACHES
3,Author:,"BROOME, R"
4,,"LOMAR, P D"
5,Publication Year :,1979
6,Source Citation:,"SEDIMENTOLOGY, 26( ):543-559, 1979"
7,# Pages / Video Length:,17
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-79-025
10,Grant/Contract #:,NOAA SEA GRANT
11,Abstract:,SEDIMENTOLOGY;R​IPPLE;BEACH;HYD​RAULIC
