,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-78-016
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"FEEDING HABITS OF DOVER SOLE, ""MICROSTOMUS PACIFICUS""; REX SOLE, ""GLYPTOCEPHALUS ZACHIRUS""; SLENDER SOLE, ""LYOPSETTA EXILIS""; AND PACIFIC SANDDAB, ""CITHARICHTHYS SORDIDUS"", IN A REGION OF DIVERSE SEDIMENT AND BATHYMETRY OFF OREGON"
3,Author:,"PEARCY, WILLIAM G"
4,,"HANCOCK, DANIEL R"
5,Publication Year :,1978
6,Source Citation:,"FISHERY BULLETIN, 76(03):641-651, 1978"
7,# Pages / Video Length:,11
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-78-016
10,Grant/Contract #:,NOAA SEA GRANT
