,MetadataField,Metadata
0,NSGL Document #:,ORESU-S-79-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Oregon's Columbia River ports (excluding Portland): a survey of operations, facilities, finances, and plans"
3,Author:,"Oyala, James W."
4,Publication Year :,1979
5,# Pages / Video Length:,20
6,Publication Type:,technical reports/surveys​/patents
7,Program Report #:,ORESU-S-79-001
8,,Special Report 519
9,Project #:,A/EMAP-01
10,Abstract:,"This publication (published in 1979) is intended as a source of information for those who wish to know more about the facilities, activities, financing, and plans of Oregon's Columbia River ports (excluding Portland)."
